Gene.name,HGNC.symbol
Ano3,ANO3
Arhgap40,ARHGAP40
N6amt1,N6AMT1
Chst7,CHST7
Ccdc68,CCDC68
Mios,MIOS
Zic2,ZIC2
Tbx22,TBX22
Gm23301,SNORD58A
Gm25512,RNU6-1131P
Cst11,CST11
Cdk16,CDK16
Susd5,SUSD5
Slc2a10,SLC2A10
Ppef1,PPEF1
Kdm5a,KDM5A
Foxk1,FOXK1
Slc6a11,SLC6A11
Rps2,RPS2
Cox19,COX19
Col4a1,COL4A1
Defb21,DEFB118
Dgkk,DGKK
Ppp1r3d,PPP1R3D
Pabpc1l,PABPC1L
Armcx4,ARMCX4
Eda2r,EDA2R
Pkdrej,PKDREJ
Mpped1,MPPED1
Rpl17,RPL17-C18orf32
Ankef1,ANKEF1
Mir92b,MIR92A1
Inpp5j,INPP5J
Kin,KIN
Npvf,NPVF
Ipo5,IPO5
4930563E22Rik,C17orf100
Gm25995,RNU4-17P
Rbmxl2,RBMXL2
Ankrd16,ANKRD16
Akap4,AKAP4
Arl13a,ARL13A
Hic2,HIC2
Npy,NPY
Usp12,USP12
Mir187,MIR187
Enthd1,ENTHD1
Dym,DYM
Zfand4,ZFAND4
Ercc6l,ERCC6L
Stk24,STK24
Foxr2,FOXR2
Prex1,PREX1
Cebpb,CEBPB
Crem,CREM
Mageh1,MAGEH1
Slc25a21,SLC25A21
Trp53inp2,TP53INP2
Ccbe1,CCBE1
Insm1,INSM1
Seh1l,SEH1L
Gm25091,SNORD102
Nhlrc4,NHLRC4
Grk1,GRK1
Flrt3,FLRT3
Gm15262,BEND2
Cerk,CERK
Ep300,EP300
Zbtb14,ZBTB14
C1ql3,C1QL3
Magee1,MAGEE1
Pcca,PCCA
Shroom2,SHROOM2
Pdxk,PDXK
Zbtb7c,ZBTB7C
Lman1,LMAN1
Rbbp8nl,RBBP8NL
Pdha1,PDHA1
Gm25045,RNU6-1242P
Trim21,TRIM21
Gm25323,RNU6-70P
Wfdc10,WFDC10A
Ctif,CTIF
Chl1,CHL1
Gm25081,RNU6-1037P
Pign,PIGN
E130309D02Rik,C7orf26
Zfp280b,ZNF280B
Insl6,INSL6
Galnt18,GALNT18
Wipi2,WIPI2
Cfap61,CFAP61
Phlpp1,PHLPP1
Card10,CARD10
Stk35,STK35
Rtl6,RTL6
Entpd6,ENTPD6
Proz,PROZ
Kcnb1,KCNB1
Zfp516,ZNF516
Ubac2,UBAC2
Pdxp,PDXP
Cdh26,CDH26
Mocos,MOCOS
Spg20,SPART
Actr5,ACTR5
Thbd,THBD
Dis3,DIS3
Trdc,TRDC
Pfdn4,PFDN4
Pik3ip1,PIK3IP1
Vsig4,VSIG4
Ankrd10,ANKRD10
Slc39a12,SLC39A12
Mettl9,METTL9
Nfib,NFIB
Cyp4f13,CYP4F8
Arid2,ARID2
Slc5a11,SLC5A11
Psmc1,PSMC1
Clec2g,CLEC2D
Npr3,NPR3
Id4,ID4
Mlst8,MLST8
Mcrip2,MCRIP2
Kcnh5,KCNH5
Trmt44,TRMT44
Mkks,MKKS
Bzw2,BZW2
Fastkd3,FASTKD3
1110059E24Rik,C9orf85
Cdkal1,CDKAL1
Slc30a2,SLC30A2
Ikzf1,IKZF1
Tab1,TAB1
Ash2l,ASH2L
Pxdn,PXDN
Dock6,DOCK6
Loxhd1,LOXHD1
Slitrk5,SLITRK5
Ube2d1,UBE2D1
Adam28,ADAM28
Slc25a29,SLC25A29
Oser1,OSER1
Mtor,MTOR
Nr4a3,NR4A3
Eef2k,EEF2K
Sltm,SLTM
Foxj2,FOXJ2
Atp6v1e1,ATP6V1E1
Slc38a4,SLC38A4
Ttc7b,TTC7B
Gpt2,GPT2
Dclk3,DCLK3
Amh,AMH
Folh1,FOLH1
Commd9,COMMD9
Sfmbt1,SFMBT1
Vgll1,VGLL1
Chd5,CHD5
Coq7,COQ7
Fam32a,FAM32A
Tnfrsf17,TNFRSF17
Lrrfip2,LRRFIP2
Uhrf1,UHRF1
A930017K11Rik,PRR35
Tspo2,TSPO2
Trim44,TRIM44
Ambp,AMBP
Pbk,PBK
Caprin1,CAPRIN1
Gna11,GNA11
Ndrg3,NDRG3
Fbxo44,FBXO44
Lama3,LAMA3
Cyp4f18,CYP4F3
Ttc17,TTC17
Dus3l,DUS3L
Dlc1,DLC1
Cela1,CELA1
Acap3,ACAP3
Plekhj1,PLEKHJ1
Dnajc24,DNAJC24
Lactb,LACTB
Rsl1d1,RSL1D1
Zfp287,ZNF287
Cyb5r4,CYB5R4
Cwc25,CWC25
Dab2ip,DAB2IP
Cntn6,CNTN6
Arhgef7,ARHGEF7
Fam53b,FAM53B
Dnase1l1,DNASE1L1
Bmp7,BMP7
Abhd3,ABHD3
Rps6,RPS6
Bmper,BMPER
Hadha,HADHA
Zfp91,ZFP91
Zfp91,ZFP91-CNTF
Mrps17,MRPS17
Sema5a,SEMA5A
Oca2,OCA2
Nsdhl,NSDHL
Scd2,SCD
Trappc12,TRAPPC12
Ccl9,CCL23
Ccl9,CCL15
Ccl9,CCL15-CCL14
Cdc6,CDC6
Secisbp2l,SECISBP2L
Pds5b,PDS5B
Tle1,TLE1
Hcn2,HCN2
Ms4a10,MS4A10
Lctl,LCTL
Eif3m,EIF3M
Scnn1b,SCNN1B
Ikzf3,IKZF3
1700088E04Rik,C22orf23
Dock9,DOCK9
Mapre3,MAPRE3
Vsx2,VSX2
Mrps24,MRPS24
Tpx2,TPX2
Slc9a3r2,SLC9A3R2
Asl,ASL
Galnt16,GALNT16
Mvp,MVP
Pbx4,PBX4
Tceal6,TCEAL6
Tceal6,TCEAL5
Abcd4,ABCD4
Slc4a7,SLC4A7
Rpgr,RPGR
Slc35e1,SLC35E1
Frmd8,FRMD8
Gsto1,GSTO1
Slc25a38,SLC25A38
N4bp1,N4BP1
Rnf6,RNF6
Rgs11,RGS11
Me1,ME1
Igf2bp3,IGF2BP3
Fbxo4,FBXO4
Rsu1,RSU1
Osbp,OSBP
Adora2a,ADORA2A
Gid4,GID4
Ushbp1,USHBP1
Mtmr3,MTMR3
Gna14,GNA14
Tcirg1,TCIRG1
E4f1,E4F1
Hacd4,HACD4
Rgcc,RGCC
Snrpd1,SNRPD1
N4bp2l2,N4BP2L2
Acaca,ACACA
Akap3,AKAP3
Fancc,FANCC
Bnip2,BNIP2
Igbp1,IGBP1
Ly86,LY86
Wasf2,WASF2
Paqr8,PAQR8
Itgb1bp2,ITGB1BP2
Vps13d,VPS13D
Cyp17a1,CYP17A1
Ptpn21,PTPN21
Osbpl3,OSBPL3
Il13ra2,IL13RA2
1700021F07Rik,C20orf85
Bcl2l13,BCL2L13
B3gat2,B3GAT2
Matk,MATK
Itgb2,ITGB2
Rce1,RCE1
Ip6k3,IP6K3
Gm38393,SNURF
Pebp4,PEBP4
Robo1,ROBO1
Uba7,UBA7
Mief2,MIEF2
Crispld1,CRISPLD1
Creld2,CRELD2
Peli2,PELI2
Far1,FAR1
Ankrd22,ANKRD22
Cops2,COPS2
Slc2a9,SLC2A9
Crmp1,CRMP1
Rps24,RPS24
Tas1r3,TAS1R3
Tshz3,TSHZ3
Polr3a,POLR3A
Sac3d1,SAC3D1
Itfg2,ITFG2
Chuk,CHUK
Sel1l3,SEL1L3
Mospd1,MOSPD1
Glce,GLCE
Rela,RELA
Cyfip1,CYFIP1
Tstd2,TSTD2
Ift140,IFT140
Il13ra1,IL13RA1
Glyr1,GLYR1
Clps,CLPS
Tspan9,TSPAN9
Mta1,MTA1
Tbl2,TBL2
Fam161b,FAM161B
Ntan1,NTAN1
Polr2f,POLR2F
Snrpb,SNRPB
Lrpap1,LRPAP1
Mylk3,MYLK3
Ubb,UBB
Nfx1,NFX1
Pfkm,PFKM
Polr3h,POLR3H
Vgll4,VGLL4
Eif2ak4,EIF2AK4
Kcnk5,KCNK5
Bcl7b,BCL7B
Tjap1,TJAP1
Lamp5,LAMP5
Gfra2,GFRA2
Ccdc70,CCDC70
Xpo4,XPO4
Rtcb,RTCB
Slc12a7,SLC12A7
Tas2r116,TAS2R14
Stk38l,STK38L
Fth1,FTH1
Rab5a,RAB5A
Ahsa1,AHSA1
Prl3c1,PRL
Gnal,GNAL
Adgra2,ADGRA2
Prxl2a,PRXL2A
Eps8,EPS8
Klhdc2,KLHDC2
Dlg5,DLG5
Lpin2,LPIN2
Gata6,GATA6
Ncan,NCAN
Chtf18,CHTF18
St8sia5,ST8SIA5
Cck,CCK
Bicc1,BICC1
Tenm1,TENM1
Pdgfrl,PDGFRL
Tpst2,TPST2
Fkbp4,FKBP4
Ccdc175,CCDC175
Gtf2e2,GTF2E2
Wnt5b,WNT5B
Chrna4,CHRNA4
Aptx,APTX
Trim35,TRIM35
Mfap5,MFAP5
Myom1,MYOM1
Tubgcp5,TUBGCP5
Pgam1,PGAM1
Spryd7,SPRYD7
Heatr5a,HEATR5A
Unc79,UNC79
Myo1e,MYO1E
Krt6b,KRT6B
Tcea1,TCEA1
Mrps25,MRPS25
Nudc,NUDC
Fbxo3,FBXO3
Susd3,SUSD3
Arhgap6,ARHGAP6
Chst1,CHST1
Epb41l3,EPB41L3
Tpd52l2,TPD52L2
Mansc1,MANSC1
Lsm3,LSM3
Rhbdl3,RHBDL3
Hsd17b3,HSD17B3
Idua,IDUA
Hivep1,HIVEP1
Dapk1,DAPK1
Mlana,MLANA
Tbc1d5,TBC1D5
Pon3,PON3
Pex1,PEX1
Nup93,NUP93
Rpusd2,RPUSD2
Vps4b,VPS4B
Cdh4,CDH4
Atcay,ATCAY
Erlin2,ERLIN2
Fbxo42,FBXO42
Ybx3,YBX3
Napg,NAPG
Bnip3l,BNIP3L
Mrm1,MRM1
Trmo,TRMO
Slc35d2,SLC35D2
Etv6,ETV6
Med31,MED31
Cct6a,CCT6A
Cblif,CBLIF
Eci1,ECI1
Apbb1ip,APBB1IP
Ube2a,UBE2A
Rad23b,RAD23B
Zfp64,ZFP64
Eomes,EOMES
Tle2,TLE2
Adgre1,ADGRE1
Drg2,DRG2
Lrp4,LRP4
Ldlrad4,LDLRAD4
Fam98b,FAM98B
Ufd1,UFD1
Trio,TRIO
Frmd5,FRMD5
Glrx5,GLRX5
Srsf5,SRSF5
Ap2b1,AP2B1
Irf4,IRF4
Pigg,PIGG
Mmp24,MMP24
Trip13,TRIP13
Zc3h12b,ZC3H12B
Timp1,TIMP1
Esco1,ESCO1
Got1,GOT1
Rnmt,RNMT
D5Ertd579e,KIAA0232
Hprt,HPRT1
Nars2,NARS2
Rps4x,RPS4X
Spag6l,SPAG6
Plekhm2,PLEKHM2
Nrp1,NRP1
Adarb1,ADARB1
Pxmp4,PXMP4
Psen1,PSEN1
Foxred2,FOXRED2
Wsb1,WSB1
Sox8,SOX8
Lbp,LBP
Neu3,NEU3
Slit2,SLIT2
Bms1,BMS1
Unkl,UNKL
Tbc1d1,TBC1D1
Knop1,KNOP1
Tmod1,TMOD1
Kdsr,KDSR
Errfi1,ERRFI1
Tff3,TFF3
Qdpr,QDPR
Pde3b,PDE3B
Egln3,EGLN3
Large1,LARGE1
Rpp40,RPP40
Atp10a,ATP10A
Cyp2d26,CYP2D7
Nkx3-1,NKX3-1
Vamp3,VAMP3
Kctd9,KCTD9
Pcsk5,PCSK5
Commd8,COMMD8
Tmem259,TMEM259
Gucd1,GUCD1
Faap24,FAAP24
Syn2,SYN2
Rttn,RTTN
Lrch2,LRCH2
Plxna3,PLXNA3
Rangap1,RANGAP1
Slc5a4a,SLC5A4
Srpk1,SRPK1
Pls3,PLS3
Aff2,AFF2
Nomo1,NOMO1
Tmprss6,TMPRSS6
Blvra,BLVRA
Nipsnap2,NIPSNAP2
Avil,AVIL
Mafk,MAFK
Rbpjl,RBPJL
Rgs19,RGS19
Wdr24,WDR24
Glod5,GLOD5
Spatc1l,SPATC1L
Trp73,TP73
Cd69,CD69
Atp2b2,ATP2B2
Adgre5,ADGRE5
Cd59a,CD59
Arfgap1,ARFGAP1
Arl6,ARL6
Pttg1ip,PTTG1IP
Scnn1g,SCNN1G
Xylt1,XYLT1
Jcad,JCAD
Zdhhc3,ZDHHC3
Ppil1,PPIL1
Ccny,CCNY
Il21r,IL21R
Agfg2,AGFG2
Cyb5a,CYB5A
Carmil1,CARMIL1
G6pdx,G6PD
H2-M10.1,HLA-A
Kat14,KAT14
Gnl3l,GNL3L
Camta1,CAMTA1
Tnfrsf4,TNFRSF4
Fsip1,FSIP1
Pcnx,PCNX1
Ndufa6,NDUFA6
Scube1,SCUBE1
Itih3,ITIH3
Tubb6,TUBB6
Tbc1d14,TBC1D14
P2rx5,P2RX5
Slc10a1,SLC10A1
Entpd7,ENTPD7
Tvp23b,TVP23C-CDRT4
Babam1,BABAM1
Poll,POLL
Acod1,ACOD1
Kif1c,KIF1C
Mrps30,MRPS30
Prelid3b,PRELID3B
Ercc5,ERCC5
Ppp4r4,PPP4R4
Sumf1,SUMF1
Gss,GSS
Slc10a3,SLC10A3
Eif2s3x,EIF2S3B
Insr,INSR
Dnmt3b,DNMT3B
Vps37a,VPS37A
Pcx,PC
Zpbp,ZPBP
Tmem38a,TMEM38A
Dcdc2c,DCDC2C
Cdc14b,CDC14C
Cdc14b,CDC14B
Ltbp2,LTBP2
Cdc45,CDC45
Pofut2,POFUT2
Stag2,STAG2
Shmt1,SHMT1
Inmt,INMT
Vps35l,VPS35L
E2f3,E2F3
Oaz1,OAZ1
Hipk3,HIPK3
Sergef,SERGEF
Spdef,SPDEF
Rnps1,RNPS1
Pdlim2,PDLIM2
Myo10,MYO10
Use1,USE1
Pcbd1,PCBD1
Shc4,SHC4
Adamts20,ADAMTS20
Tmem114,TMEM114
Gnai2,GNAI2
Hecw1,HECW1
Fos,FOS
Adgra3,ADGRA3
Helz2,HELZ2
Allc,ALLC
Apba3,APBA3
Fbxl2,FBXL2
Six4,SIX4
Morc4,MORC4
Eef2,EEF2
Dync1i1,DYNC1I1
Ranbp3,RANBP3
Nkain4,NKAIN4
Serpinb11,SERPINB11
Lyzl6,LYZL6
Grap,GRAPL
Lig3,LIG3
Snap23,SNAP23
Tnks2,TNKS2
Plvap,PLVAP
Ttll10,TTLL10
Gas2,GAS2
Slc6a19,SLC6A19
Rrp12,RRP12
Dlg3,DLG3
Mgme1,MGME1
Stk32b,STK32B
Mybl2,MYBL2
Usp11,USP11
Hmox1,HMOX1
Styxl1,STYXL1
Erp44,ERP44
Dctn6,DCTN6
Atg7,ATG7
Sntg2,SNTG2
Mief1,MIEF1
Gramd4,GRAMD4
Dpysl2,DPYSL2
Nop56,NOP56
Pnrc2,PNRC2
Rer1,RER1
Dydc1,DYDC1
Ptpro,PTPRO
Marchf8,MARCHF8
Ccdc186,CCDC186
Ropn1l,ROPN1L
Mamdc2,MAMDC2
Dtd1,DTD1
Glp1r,GLP1R
Cpd,CPD
Kcnd1,KCND1
Ttpal,TTPAL
Cxxc1,CXXC1
1700001L19Rik,C5orf49
Mob3a,MOB3A
Hira,HIRA
Vps50,VPS50
Naa35,NAA35
Tfip11,TFIP11
Rps15a,RPS15A
Arl6ip1,ARL6IP1
Hus1,HUS1
Mcm4,MCM4
Akap5,AKAP5
Calm1,CALM1
Snx15,SNX15
Eps15l1,EPS15L1
Gpn2,GPN2
Tiam1,TIAM1
Arhgef6,ARHGEF6
Fut8,FUT8
Lyzl4,LYZL4
Acss1,ACSS1
Slc38a2,SLC38A2
Laptm5,LAPTM5
Nkd2,NKD2
Erc1,ERC1
Morc2a,MORC2
Cinp,CINP
Haus2,HAUS2
Rasgrp1,RASGRP1
Zbtb43,ZBTB43
Mapk12,MAPK12
Sh3bgrl,SH3BGRL
Spin1,SPIN1
Ptprm,PTPRM
Ilvbl,ILVBL
Anxa11,ANXA11
Zmym2,ZMYM2
Vps35,VPS35
Slc6a4,SLC6A4
Rab11fip1,RAB11FIP1
Abhd8,ABHD8
Emb,EMB
Twist1,TWIST1
Aph1b,APH1B
Atp6v1b2,ATP6V1B2
Chmp7,CHMP7
Tubb1,TUBB1
Mtif3,MTIF3
Elp3,ELP3
Iqsec1,IQSEC1
Brinp1,BRINP1
Sstr1,SSTR1
Abca3,ABCA3
4930447C04Rik,C14orf39
Zfr,ZFR
L3hypdh,L3HYPDH
Crb2,CRB2
Sdc4,SDC4
Aqp8,AQP8
Park7,PARK7
Gadd45g,GADD45G
Crtap,CRTAP
Gng13,GNG13
Aqp4,AQP4
Tcp11l1,TCP11L1
Lmo3,LMO3
Tti1,TTI1
Vbp1,VBP1
Usp35,USP35
Klhl7,KLHL7
Tango2,TANGO2
Leprotl1,LEPROTL1
Rbp7,RBP7
Rab5if,RAB5IF
Pla2g12b,PLA2G12B
Ptprj,PTPRJ
Riok1,RIOK1
Zkscan1,ZKSCAN1
Cat,CAT
Mx1,MX1
Mc5r,MC5R
Rcan1,RCAN1
Smc6,SMC6
Rab8a,RAB8A
Nf1,NF1
Tll2,TLL2
Dhtkd1,DHTKD1
Malsu1,MALSU1
Itih1,ITIH1
Marchf5,MARCHF5
Cobl,COBL
Fam114a1,FAM114A1
Polr1e,POLR1E
Otx2,OTX2
Dhdds,DHDDS
Prr5l,PRR5L
Ubox5,UBOX5
Sbds,SBDS
Atp13a1,ATP13A1
Zmym3,ZMYM3
Tmem98,TMEM98
Hmgxb4,HMGXB4
Ctdspl2,CTDSPL2
Mboat2,MBOAT2
Snta1,SNTA1
Dyrk4,DYRK4
Dop1b,DOP1B
Shcbp1,SHCBP1
Golga7,GOLGA7
Lss,LSS
Trmu,TRMU
Pcmtd2,PCMTD2
Dnaaf5,DNAAF5
Slc6a13,SLC6A13
Cyp46a1,CYP46A1
Nid2,NID2
Atp8a2,ATP8A2
Elk1,ELK1
Caprin2,CAPRIN2
C1qtnf6,C1QTNF6
Bin3,BIN3
Chchd4,CHCHD4
Ggnbp2,GGNBP2
Aldh3b1,ALDH3B1
Dek,DEK
Ankrd2,ANKRD2
Tesmin,TESMIN
Wt1,WT1
Harbi1,HARBI1
Hyal1,HYAL1
Hdac6,HDAC6
Cetn2,CETN2
Itih4,ITIH4
Ergic2,ERGIC2
H3f3b,H3-5
Tert,TERT
As3mt,AS3MT
Gbe1,GBE1
Amer2,AMER2
Cdhr1,CDHR1
Scgb1a1,SCGB1A1
Oprl1,OPRL1
Entpd4b,ENTPD4
Fgf3,FGF3
Sgk2,SGK2
Dapk3,DAPK3
Xkr6,XKR6
Jkamp,JKAMP
Snph,SNPH
Adcy1,ADCY1
Pim1,PIM1
Csrnp1,CSRNP1
Slc25a37,SLC25A37
Grb10,GRB10
Asb2,ASB2
Ccdc77,CCDC77
Cyp2w1,CYP2W1
Dkk1,DKK1
Pcna,PCNA
Clcn6,CLCN6
Lrp6,LRP6
Prmt8,PRMT8
Igsf1,IGSF1
Cyth3,CYTH3
Wbp2nl,WBP2NL
Carnmt1,CARNMT1
Mep1b,MEP1B
Necap1,NECAP1
Coq6,COQ6
Tulp3,TULP3
Zswim7,ZSWIM7
Ube2g2,UBE2G2
Jag2,JAG2
Snx30,SNX30
Clpsl2,CLPSL2
Mycbp2,MYCBP2
Fgfrl1,FGFRL1
Dcaf4,DCAF4
Timp3,TIMP3
Cnksr1,CNKSR1
Spata7,SPATA7
Pank4,PANK4
Tmem30b,TMEM30B
Natd1,NATD1
Rdm1,RDM1
Sfrp5,SFRP5
Styk1,STYK1
Ift52,IFT52
Adam7,ADAM7
Mgp,MGP
Lrr1,LRR1
Myo1d,MYO1D
Hmgcl,HMGCL
Col20a1,COL20A1
Syt7,SYT7
Yy1,YY1
Rgs12,RGS12
Ccl3,CCL3
Ccl3,CCL18
Ccl3,CCL3L3
Ccl3,CCL3L1
Shc3,SHC3
Etv2,ETV2
Star,STAR
Gprc5b,GPRC5B
Rpn2,RPN2
Agr2,AGR2
Tmc5,TMC5
Ntsr2,NTSR2
Nudt16l1,NUDT16L1
Lpcat1,LPCAT1
Trabd,TRABD
Rac2,RAC2
Samd8,SAMD8
Luzp1,LUZP1
Zfp81,ZNF101
Ncor1,NCOR1
Bcat1,BCAT1
H13,HM13
Steap2,STEAP2
Psma6,PSMA6
Pramel7,PRAMEF18
Pramel7,PRAMEF2
Pramel7,PRAMEF4
Pramel7,PRAMEF13
Pramel7,PRAMEF10
Pramel7,PRAMEF11
Pramel7,PRAMEF1
Pramel7,PRAMEF6
Armc6,ARMC6
Klrb1c,KLRB1
Ccdc180,CCDC180
Mmut,MMUT
Abhd5,ABHD5
Pcnx4,PCNX4
Xkrx,XKRX
Eif3a,EIF3A
Slc2a5,SLC2A5
Mtrr,MTRR
Eef1e1,EEF1E1
Eef1e1,EEF1E1-BLOC1S5
Mmp2,MMP2
Pgk2,PGK2
Atp5e,ATP5F1E
Kif6,KIF6
1810055G02Rik,C11orf24
Nat10,NAT10
Clec4n,CLEC6A
Cdr2,CDR2
Gnat1,GNAT1
Dsn1,DSN1
Trim27,TRIM27
Ppwd1,PPWD1
Dll4,DLL4
Gipc1,GIPC1
R3hcc1,R3HCC1
Tmem68,TMEM68
Rgs6,RGS6
Tra2a,TRA2A
Zkscan2,ZKSCAN2
Rai14,RAI14
Gdi1,GDI1
Ubp1,UBP1
Acr,ACR
Usp25,USP25
Gabarapl1,GABARAPL1
Relch,RELCH
Nek3,NEK3
Xrcc6,XRCC6
D6Wsu163e,C12orf4
Dcaf8l,DCAF8L1
Psip1,PSIP1
Lpar6,LPAR6
Comp,COMP
Ccl2,CCL2
Trmt5,TRMT5
Txndc17,TXNDC17
Chek2,CHEK2
B4galt5,B4GALT5
Kif13a,KIF13A
Anp32b,ANP32B
Ebf2,EBF2
Cox8b,COX8C
Dnah8,DNAH8
Zfp618,ZNF618
Psmd10,PSMD10
Gxylt2,GXYLT2
Apba1,APBA1
Vav1,VAV1
Lats2,LATS2
Crebbp,CREBBP
Sel1l,SEL1L
Prkcz,PRKCZ
Tfpi2,TFPI2
Ice1,ICE1
Sugt1,SUGT1
Kctd6,KCTD6
Ankrd33b,ANKRD33B
Ccm2l,CCM2L
Syk,SYK
Pex12,PEX12
Spred1,SPRED1
Pax5,PAX5
Tcte1,TCTE1
Cnot7,CNOT7
Kcnh8,KCNH8
Mtus2,MTUS2
Edn3,EDN3
Rp1,RP1
Ocel1,OCEL1
Sp4,SP4
Ahr,AHR
Crisp2,CRISP2
Susd6,SUSD6
Pdcd2l,PDCD2L
Atp11a,ATP11A
Unc5b,UNC5B
Traf3,TRAF3
Smtn,SMTN
Procr,PROCR
4921507P07Rik,C7orf31
Mmp9,MMP9
Sf3a2,SF3A2
Agtrap,AGTRAP
Tnfrsf22,TNFRSF10B
Shpk,SHPK
Cebpa,CEBPA
Gpc4,GPC4
Mib1,MIB1
E2f1,E2F1
Comt,COMT
Ssxb2,SSX7
Ssxb2,SSX2
Adamts10,ADAMTS10
Trmt2a,TRMT2A
Smarcc1,SMARCC1
Prpf6,PRPF6
Nol6,NOL6
Trpm2,TRPM2
Rps6ka1,RPS6KA1
Cplx1,CPLX1
Vipas39,VIPAS39
Cln5,CLN5
Col4a6,COL4A6
Marchf11,MARCHF11
Pi16,PI16
Eef2kmt,FAM86B2
Ywhah,YWHAH
Csrp3,CSRP3
Gtf2h1,GTF2H1
Gpd1,GPD1
Orc6,ORC6
Elovl7,ELOVL7
Fgf13,FGF13
Clec4e,CLEC4E
Rnf4,RNF4
Nudt3,NUDT3
Atp5j,ATP5PF
F8,F8
Hapln4,HAPLN4
Mgst1,MGST1
Acot8,ACOT8
Gatad1,GATAD1
Pde4a,PDE4A
Wrap73,WRAP73
Psmd3,PSMD3
Clec1b,CLEC1B
Tusc2,TUSC2
Gm884,LRRC37B
Shmt2,SHMT2
Il4ra,IL4R
Mapre1,MAPRE1
Tdrd1,TDRD1
Hoga1,HOGA1
Rnf128,RNF128
Tmem161a,TMEM161A
Ppdpf,PPDPF
Slc28a3,SLC28A3
Smarca2,SMARCA2
Crybb1,CRYBB1
Car6,CA6
Steap1,STEAP1
Elovl2,ELOVL2
Btbd2,BTBD2
Ocrl,OCRL
Six6,SIX6
Ctsz,CTSZ
Itfg1,ITFG1
Nfatc2,NFATC2
Nxnl2,NXNL2
Tktl1,TKTL1
Vwa3a,VWA3A
Zbtb49,ZBTB49
Aoah,AOAH
Hmgn5,HMGN5
Ccnb2,CCNB2
Nbea,NBEA
Sh3yl1,SH3YL1
Msr1,MSR1
Il10rb,IL10RB
Stmn4,STMN4
Crtc1,CRTC1
Tex10,TEX10
Scp2d1,SCP2D1
Blmh,BLMH
Pdss1,PDSS1
Jdp2,JDP2
Grb7,GRB7
Elavl2,ELAVL2
Lrp5,LRP5
Phf6,PHF6
Scgn,SCGN
Cstf3,CSTF3
Lage3,LAGE3
Pkig,PKIG
Dera,DERA
Nemf,NEMF
Cpne5,CPNE5
Eef1akmt1,EEF1AKMT1
Amph,AMPH
Lrrn1,LRRN1
Bcl2l1,BCL2L1
Dydc2,DYDC2
Map3k11,MAP3K11
Zfp711,ZNF711
Tyk2,TYK2
Acot2,ACOT1
Rprd1b,RPRD1B
Pltp,PLTP
Prpf19,PRPF19
Rabep1,RABEP1
Camkv,CAMKV
Col1a2,COL1A2
Rad51,RAD51
Mrpl45,MRPL45
Sfrp4,SFRP4
Caskin1,CASKIN1
Reep3,REEP3
Hemgn,HEMGN
Zdhhc15,ZDHHC15
Dusp14,DUSP14
Ppp2r2a,PPP2R2A
Cmbl,CMBL
Cidea,CIDEA
Depdc7,DEPDC7
Ms4a3,MS4A3
Msl3,MSL3
Nmt2,NMT2
Srsf10,SRSF10
Tjp3,TJP3
Idh3b,IDH3B
Pdap1,PDAP1
C1qbp,C1QBP
Grip2,GRIP2
Shank3,SHANK3
Syngr3,SYNGR3
Pmm1,PMM1
Arhgap28,ARHGAP28
Src,SRC
Tecpr2,TECPR2
Mdh2,MDH2
Tprgl,TPRG1L
Gdf10,GDF10
Ints6,INTS6
Gpx6,GPX6
Cenpv,CENPV
Srsf6,SRSF6
Ccl7,CCL7
Stom,STOM
Selenoo,SELENOO
Car12,CA12
Dhrs7,DHRS7
Nelfcd,NELFCD
Asb12,ASB12
Cemip2,CEMIP2
Golm1,GOLM1
Eef1a2,EEF1A2
Srrd,SRRD
4933427D14Rik,KIAA0753
Naa16,NAA16
Mylk2,MYLK2
Rassf8,RASSF8
Dusp4,DUSP4
Kat6b,KAT6B
Bid,BID
Stambpl1,STAMBPL1
Ggt1,GGT1
Ddc,DDC
Nmrk2,NMRK2
Exd2,EXD2
Sdhaf4,SDHAF4
Naxd,NAXD
Gsdme,GSDME
Loxl2,LOXL2
Larp4,LARP4
Ptger1,PTGER1
Nars,NARS1
Adamdec1,ADAMDEC1
Mst1r,MST1R
Otor,OTOR
Zfp395,ZNF395
Coro2a,CORO2A
Man2b2,MAN2B2
Armcx1,ARMCX1
Cd164l2,CD164L2
Hes3,HES3
Dhx15,DHX15
Denn2b,DENND2B
Gtpbp3,GTPBP3
Oxt,OXT
Klhl29,KLHL29
Septin3,SEPTIN3
Gusb,GUSB
Ostf1,OSTF1
Creb3l3,CREB3L3
Flii,FLII
Atp2a3,ATP2A3
Hmbox1,HMBOX1
Ptprs,PTPRS
Psat1,PSAT1
Fam219a,FAM219A
Mgrn1,MGRN1
Mthfd1,MTHFD1
Tmem115,TMEM115
Cutc,CUTC
Zkscan3,ZKSCAN4
Awat1,AWAT1
Evc,EVC
Grhpr,GRHPR
Nrip2,NRIP2
Micu1,MICU1
Cpn1,CPN1
Slc10a2,SLC10A2
Necab3,NECAB3
Dvl1,DVL1
Itch,ITCH
Kif5b,KIF5B
Gnb1l,GNB1L
Svep1,SVEP1
Slfn8,SLFN13
Naga,NAGA
Ccnk,CCNK
Irak1bp1,IRAK1BP1
Mlxipl,MLXIPL
Slc35f4,SLC35F4
Parvb,PARVB
Kcnip4,KCNIP4
Pigl,PIGL
Espn,ESPN
